('Total Revenue', '261,802,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         755328 function calls (731086 primitive calls) in 5.923 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.007    0.001 typing.py:2761(_make_nmtuple)
       31    0.000    0.000    0.001    0.000 _policybase.py:289(_sanitize_header)
       55    0.000    0.000    0.000    0.000 __init__.py:255(escape)
       51    0.000    0.000    0.002    0.000 functools.py:518(decorating_function)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
    38/29    0.000    0.000    0.060    0.002 css_parser.py:732(parse_pseudo_open)
       44    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
      138    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.022    0.022 socket.py:1(<module>)
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
       11    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
    30/17    0.000    0.000    0.777    0.046 {built-in method builtins.__import__}
      141    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      168    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
       42    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
       73    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        1    0.000    0.000    0.398    0.398 dammit.py:1(<module>)
       67    0.000    0.000    0.001    0.000 typing_extensions.py:2976(_is_unpacked_typevartuple)
       19    0.000    0.000    0.001    0.000 typing.py:1096(_generic_init_subclass)
      130    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        1    0.000    0.000    5.923    5.923 financial.py:1(<module>)
       25    0.000    0.000    0.007    0.000 typing.py:740(Optional)
       21    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        5    0.000    0.000    0.000    0.000 client.py:1292(putheader)
        1    0.000    0.000    0.373    0.373 css_parser.py:1(<module>)
       39    0.000    0.000    1.670    0.043 response.py:1044(stream)
       63    0.000    0.000    0.001    0.000 typing.py:317(_deduplicate)
       21    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
      102    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.007    0.007 pathlib.py:1(<module>)
       21    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
       39    0.000    0.000    1.671    0.043 models.py:816(generate)
       31    0.000    0.000    0.002    0.000 ipaddress.py:1286(__init__)
      130    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       69    0.000    0.000    0.001    0.000 status_codes.py:122(<genexpr>)
        3    0.000    0.000    0.183    0.061 exceptions.py:1(<module>)
      114    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
       55    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       32    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
       30    0.000    0.000    0.000    0.000 feedparser.py:77(readline)
        1    0.000    0.000    0.959    0.959 __init__.py:209(__init__)
    66/35    0.000    0.000    0.001    0.000 <frozen abc>:121(__subclasscheck__)
      104    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       30    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
      119    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       44    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
       54    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       22    0.000    0.000    0.001    0.000 ipaddress.py:1187(_ip_int_from_string)
        2    0.000    0.000    0.009    0.005 request.py:1(<module>)
        2    0.000    0.000    0.051    0.025 connection.py:1(<module>)
       31    0.000    0.000    0.001    0.000 _policybase.py:319(header_fetch_parse)
       83    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       21    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
       12    0.000    0.000    0.000    0.000 queue.py:154(get)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        2    0.000    0.000    0.013    0.006 cookies.py:1(<module>)
        1    0.000    0.000    0.803    0.803 element.py:1(<module>)
       11    0.000    0.000    0.000    0.000 queue.py:122(put)
        1    0.000    0.000    0.006    0.006 __init__.py:133(BeautifulSoup)
        1    0.000    0.000    0.002    0.002 encoder.py:1(<module>)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        3    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
       54    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.020    0.020 ssl.py:1(<module>)
       29    0.000    0.000    0.000    0.000 element.py:2173(get_attribute_list)
        1    0.000    0.000    0.001    0.001 _collections.py:335(extend)
        1    0.000    0.000    0.011    0.011 css_types.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.112    0.112 url.py:1(<module>)
       33    0.000    0.000    0.000    0.000 filter.py:292(matches_string)
        9    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
       12    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
       10    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        3    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.001    0.001 _text.py:1(<module>)
       45    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
        1    0.000    0.000    0.001    0.001 connection.py:369(request)
       14    0.000    0.000    0.000    0.000 filter.py:612(_attribute_match)
       67    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.007    0.003 models.py:1(<module>)
        1    0.000    0.000    0.075    0.075 connectionpool.py:1(<module>)
        1    0.000    0.000    1.229    1.229 connection.py:485(getresponse)
       34    0.000    0.000    0.000    0.000 typing_extensions.py:2916(_check_generic)
        3    0.000    0.000    0.052    0.017 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1309(_real_close)
        1    0.000    0.000    0.000    0.000 calendar.py:603(LocaleTextCalendar)
        1    0.000    0.000    0.073    0.073 client.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
       25    0.000    0.000    0.000    0.000 message.py:511(set_raw)
        2    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
        1    0.000    0.000    0.010    0.010 parse.py:1(<module>)
        3    0.000    0.000    0.000    0.000 feedparser.py:100(push)
        1    0.000    0.000    0.040    0.040 cookiejar.py:1(<module>)
       12    0.000    0.000    0.000    0.000 element.py:1873(_all_strings)
       16    0.000    0.000    0.215    0.013 css_parser.py:296(__init__)
       43    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        4    0.000    0.000    0.001    0.000 message.py:596(get_content_type)
       37    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       28    0.000    0.000    0.000    0.000 typing_extensions.py:443(__setattr__)
        1    0.000    0.000    0.002    0.002 dammit.py:734(UnicodeDammit)
        3    0.000    0.000    0.001    0.000 filter.py:378(__init__)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:423(_is_dunder)
        2    0.000    0.000    0.011    0.006 abc.py:1(<module>)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
        7    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
        1    0.000    0.000    0.000    0.000 tempfile.py:271(_RandomNameSequence)
        1    0.000    0.000    0.006    0.006 _common.py:1(<module>)
        1    0.000    0.000    3.546    3.546 sessions.py:673(send)
       19    0.000    0.000    0.000    0.000 typing.py:2476(overload)
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.152    0.152 connection.py:846(_ssl_wrap_socket_and_match_hostname)
        1    0.000    0.000    0.049    0.049 adapters.py:1(<module>)
        1    0.000    0.000    0.003    0.003 ipaddress.py:2314(_IPv6Constants)
        7    0.000    0.000    0.001    0.000 typing.py:1533(__getitem_inner__)
       23    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       23    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        8    0.000    0.000    0.002    0.000 _htmlparser.py:226(handle_charref)
        4    0.000    0.000    0.003    0.001 feedparser.py:176(_call_parse)
       10    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        1    0.000    0.000    0.006    0.006 shutil.py:1(<module>)
       26    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.120    0.120 ssl_.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    1.868    1.868 connectionpool.py:377(_make_request)
        4    0.000    0.000    0.001    0.000 typing.py:1047(_generic_class_getitem)
        1    0.000    0.000    0.935    0.935 client.py:291(_read_status)
       44    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
       21    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        6    0.000    0.000    0.001    0.000 enum.py:513(__prepare__)
       22    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.001    0.000 _deprecation.py:67(deprecate)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
        1    0.000    0.000    1.227    1.227 client.py:324(begin)
        1    0.000    0.000    0.001    0.001 message.py:483(items)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.011    0.011 _typing.py:1(<module>)
        6    0.000    0.000    0.001    0.000 typing.py:1548(__getitem__)
        2    0.000    0.000    0.004    0.002 core.py:1(<module>)
       25    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 traceback.py:656(_ExceptionPrintContext)
       50    0.000    0.000    0.000    0.000 element.py:2272(__eq__)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       26    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       23    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
       14    0.000    0.000    0.078    0.006 css_parser.py:1135(process_selectors)
       21    0.000    0.000    0.000    0.000 filter.py:623(_match_attribute_value_helper)
       24    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 element.py:1569(Tag)
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       25    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    1.869    1.869 connectionpool.py:592(urlopen)
        1    0.000    0.000    0.002    0.002 random.py:1(<module>)
       45    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       13    0.000    0.000    0.001    0.000 {method 'decode' of 'bytearray' objects}
        1    0.000    0.000    0.003    0.003 parser.py:41(parse)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
        1    0.000    0.000    0.007    0.007 ipaddress.py:1(<module>)
       22    0.000    0.000    0.000    0.000 threading.py:394(notify)
       23    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
       26    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
        1    0.000    0.000    0.151    0.151 ssl.py:956(_create)
        7    0.000    0.000    0.001    0.000 sessions.py:61(merge_setting)
        8    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        9    0.000    0.000    0.000    0.000 parse.py:164(hostname)
        1    0.000    0.000    0.638    0.638 connection.py:669(connect)
        2    0.000    0.000    0.064    0.032 api.py:1(<module>)
       14    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        8    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        6    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        1    0.000    0.000    0.012    0.012 cd.py:1(<module>)
       43    0.000    0.000    0.000    0.000 enum.py:820(<genexpr>)
       29    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       10    0.000    0.000    0.001    0.000 _functools.py:75(wrapper)
       22    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
        2    0.000    0.000    0.000    0.000 adapters.py:536(close)
        1    0.000    0.000    0.004    0.004 calendar.py:1(<module>)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
        1    0.000    0.000    1.227    1.227 client.py:1384(getresponse)
       26    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
       28    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.001    0.000 url.py:367(parse_url)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       32    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
       12    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        1    0.000    0.000    1.872    1.872 adapters.py:613(send)
        1    0.000    0.000    0.005    0.005 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x79bc782ffce0}
        2    0.000    0.000    0.004    0.002 _collections.py:1(<module>)
       43    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        5    0.000    0.000    0.000    0.000 connection.py:355(putheader)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        9    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
        1    0.000    0.000    0.024    0.024 _htmlparser.py:1(<module>)
       13    0.000    0.000    0.000    0.000 filter.py:490(_make_match_rules)
       26    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
       12    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
        1    0.000    0.000    0.070    0.070 _request_methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2366(_signature_from_function)
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        9    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        1    0.000    0.000    0.023    0.023 css_match.py:1(<module>)
        7    0.000    0.000    0.001    0.000 typing.py:1822(__new__)
       42    0.000    0.000    0.000    0.000 __init__.py:609(__missing__)
        1    0.000    0.000    0.000    0.000 socket.py:304(makefile)
       18    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        1    0.000    0.000    0.000    0.000 response.py:577(__init__)
       12    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        1    0.000    0.000    0.002    0.002 queue.py:1(<module>)
        1    0.000    0.000    0.011    0.011 header.py:1(<module>)
        1    0.000    0.000    0.050    0.050 sessions.py:1(<module>)
        2    0.000    0.000    0.066    0.033 parser.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.003    0.003 ipaddress.py:1569(_IPv4Constants)
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
        6    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        2    0.000    0.000    0.001    0.000 cookiejar.py:1680(extract_cookies)
        5    0.000    0.000    0.000    0.000 connection.py:404(<genexpr>)
       20    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        1    0.000    0.000    0.003    0.003 sessions.py:457(prepare_request)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
        2    0.000    0.000    0.000    0.000 client.py:430(close)
       14    0.000    0.000    0.000    0.000 util.py:19(to_str)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        1    0.000    0.000    0.001    0.001 dammit.py:485(EncodingDetector)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
      9/7    0.000    0.000    0.006    0.001 <frozen importlib._bootstrap_external>:1287(create_module)
        9    0.000    0.000    0.000    0.000 _htmlparser.py:266(handle_entityref)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        7    0.000    0.000    0.001    0.000 typing.py:1519(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:666(reset)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        1    0.000    0.000    0.004    0.004 poolmanager.py:1(<module>)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(exec_module)
        4    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        1    0.000    0.000    0.134    0.134 _base_connection.py:1(<module>)
        2    0.000    0.000    0.001    0.001 __init__.py:71(search_function)
        1    0.000    0.000    0.001    0.001 retry.py:1(<module>)
        9    0.000    0.000    0.001    0.000 __init__.py:2149(getLogger)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
        1    0.000    0.000    0.002    0.002 adapters.py:359(build_response)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.399    0.399 formatter.py:1(<module>)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
        1    0.000    0.000    0.001    0.001 connectionpool.py:175(__init__)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.486    0.486 connection.py:27(create_connection)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
        5    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        1    0.000    0.000    0.231    0.231 socket.py:946(getaddrinfo)
       36    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        1    0.000    0.000    0.004    0.004 dammit.py:98(EntitySubstitution)
       25    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        1    0.000    0.000    0.000    0.000 response.py:316(__init__)
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        9    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
        1    0.000    0.000    0.002    0.002 ssl_.py:219(create_urllib3_context)
        1    0.000    0.000    0.001    0.001 errors.py:1(<module>)
        6    0.000    0.000    0.001    0.000 structures.py:40(__init__)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        6    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        5    0.000    0.000    0.000    0.000 element.py:84(__getattr__)
        1    0.000    0.000    0.004    0.004 parser.py:56(parsestr)
        1    0.000    0.000    0.224    0.224 css_parser.py:418(CSSParser)
       29    0.000    0.000    0.000    0.000 __init__.py:680(<genexpr>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        3    0.000    0.000    0.061    0.020 filter.py:163(find_all)
        1    0.000    0.000    0.004    0.004 client.py:231(_parse_header_lines)
        1    0.000    0.000    0.073    0.073 compat.py:1(<module>)
        2    0.000    0.000    0.001    0.000 cookies.py:124(extract_cookies_to_jar)
        7    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {built-in method today}
        7    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
        1    0.000    0.000    0.001    0.001 utils.py:765(should_bypass_proxies)
        1    0.000    0.000    0.001    0.001 _legacy.py:1(<module>)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
       15    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
       10    0.000    0.000    0.001    0.000 _text.py:79(__hash__)
        1    0.000    0.000    3.552    3.552 api.py:62(get)
        3    0.000    0.000    0.061    0.020 element.py:1079(_find_all)
       17    0.000    0.000    0.000    0.000 typing.py:1603(__eq__)
       18    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        2    0.000    0.000    0.003    0.001 readers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    3.552    3.552 api.py:14(request)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
        1    0.000    0.000    3.552    3.552 sessions.py:500(request)
        3    0.000    0.000    0.000    0.000 idna.py:155(encode)
        5    0.000    0.000    0.000    0.000 inspect.py:2712(__init__)
       15    0.000    0.000    0.000    0.000 ssl.py:938(_sslcopydoc)
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
       25    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       16    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        6    0.000    0.000    0.000    0.000 element.py:524(get_text)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        3    0.000    0.000    0.003    0.001 feedparser.py:171(feed)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        1    0.000    0.000    0.043    0.043 feedparser.py:1(<module>)
        2    0.000    0.000    0.003    0.001 _adapters.py:1(<module>)
        1    0.000    0.000    0.001    0.001 connectionpool.py:1170(_close_pool_connections)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        7    0.000    0.000    0.001    0.000 typing.py:1515(copy_with)
        2    0.000    0.000    0.000    0.000 ssl.py:670(verify_mode)
        1    0.000    0.000    0.000    0.000 models.py:658(__init__)
       25    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.001    0.001 message.py:135(Message)
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
        5    0.000    0.000    0.000    0.000 connection.py:163(host)
       27    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        1    0.000    0.000    0.001    0.001 csv.py:1(<module>)
        1    0.000    0.000    0.958    0.958 _htmlparser.py:449(feed)
       23    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.009    0.009 pretty.py:1(<module>)
       24    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.002    0.002 _meta.py:8(PackageMetadata)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        1    0.000    0.000    0.000    0.000 typing.py:2112(runtime_checkable)
       11    0.000    0.000    0.000    0.000 queue.py:251(_put)
        1    0.000    0.000    0.001    0.001 models.py:409(prepare_url)
        1    0.000    0.000    0.006    0.006 decoder.py:1(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.001    0.001 utils.py:204(get_netrc_auth)
        8    0.000    0.000    0.000    0.000 utils.py:1045(_validate_header_part)
        1    0.000    0.000    0.003    0.003 core.py:21(where)
        4    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        2    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        1    0.000    0.000    0.487    0.487 connection.py:192(_new_conn)
        1    0.000    0.000    0.001    0.001 _adapters.py:19(Message)
        1    0.000    0.000    0.039    0.039 _policybase.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:1609(__hash__)
       11    0.000    0.000    0.000    0.000 queue.py:254(_get)
        1    0.000    0.000    0.000    0.000 client.py:261(__init__)
        3    0.000    0.000    0.017    0.006 __init__.py:73(import_module)
        1    0.000    0.000    0.001    0.001 _collections.py:240(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        2    0.000    0.000    0.001    0.001 util.py:1(<module>)
       10    0.000    0.000    0.000    0.000 connection.py:357(<genexpr>)
        1    0.000    0.000    0.002    0.002 _meta.py:1(<module>)
        1    0.000    0.000    0.958    0.958 parser.py:104(feed)
        1    0.000    0.000    0.005    0.005 filepost.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:1439(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        1    0.000    0.000    0.000    0.000 client.py:442(flush)
        3    0.000    0.000    1.673    0.558 models.py:890(content)
       14    0.000    0.000    0.000    0.000 typing.py:1542(<genexpr>)
        1    0.000    0.000    0.000    0.000 parser.py:75(BytesParser)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:518(_get_protocol_attrs)
        4    0.000    0.000    0.000    0.000 typing.py:2285(_strip_annotations)
        1    0.000    0.000    0.001    0.001 poolmanager.py:305(connection_from_context)
        1    0.000    0.000    0.005    0.005 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        5    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        1    0.000    0.000    0.000    0.000 utils.py:514(_parse_content_type_header)
